id,name,score
13,"V13",0.0
32,"Class",0.0
19,"V19",0.0
17,"V17",0.0
10,"V10",0.0
34,"Class",0.0
15,"V15",0.0
28,"V28",0.0
12,"V12",0.0
4,"V4",0.0
9,"V9",0.0
1,"V1",0.0
21,"V21",0.0
33,"Class",0.0
18,"V18",0.0
2,"V2",0.0
30,"Class",0.0
8,"V8",0.0
22,"V22",0.0
25,"V25",0.0
31,"Class",0.0
5,"V5",0.0
6,"V6",0.0
16,"V16",0.0
20,"V20",0.0
14,"V14",0.0
24,"V24",0.0
0,"Time",0.0
23,"V23",0.0
26,"V26",0.0
11,"V11",0.0
3,"V3",0.0
35,"Class",0.0
7,"V7",0.0
27,"V27",0.0
29,"Amount",0.0
